Iteration,Throughput,Optimum,Runtime
181,1780.005001,1780.005001,81.41842246055603
182,1760.370874,1780.005001,81.45435285568237
183,1763.205962,1780.005001,75.02086901664734
184,1776.135369,1780.005001,75.68935680389404
185,1772.153673,1780.005001,84.13507723808289
186,1760.66439,1780.005001,85.6299958229065
187,1753.465118,1780.005001,78.4514012336731
188,1764.70968,1780.005001,174.68129181861877
189,1756.828747,1780.005001,193.4516429901123
190,1754.51524,1780.005001,279.76898097991943
191,1770.33519,1780.005001,108.11899614334106
192,1747.307697,1780.005001,335.0206775665283
193,1765.686559,1780.005001,202.4315197467804
194,1751.880451,1780.005001,306.63955330848694
195,1763.351015,1780.005001,90.38477492332458
196,1787.048997,1787.048997,135.75579833984375
197,1774.376526,1787.048997,309.4444053173065
198,1743.546773,1787.048997,201.27833127975464
199,1749.275026,1787.048997,164.24983024597168
200,1785.713699,1787.048997,147.67961478233337
201,1767.417211,1787.048997,77.62614250183105
202,1757.627578,1787.048997,72.90878391265869
203,1785.326888,1787.048997,310.46198201179504
204,1757.084512,1787.048997,98.07176756858826
205,1778.916355,1787.048997,307.25912952423096
206,1750.314397,1787.048997,84.95526170730591
207,1776.130044,1787.048997,290.50739789009094
208,1755.662813,1787.048997,331.7136526107788
209,26.612113,1787.048997,180.37990522384644
210,7.929367,1787.048997,344.3517847061157
211,36.146003,1787.048997,231.0939781665802
212,11.698166,1787.048997,215.75410151481628
213,26.243589,1787.048997,91.05553817749023
214,17.465563,1787.048997,76.97054100036621
215,27.854009,1787.048997,344.5893030166626
216,15.648231,1787.048997,134.04672861099243
217,32.843314,1787.048997,118.37589764595032
218,33.496479,1787.048997,111.98134350776672
219,30.203118,1787.048997,78.89664578437805
220,39.11437,1787.048997,89.52257370948792
221,31.260994,1787.048997,73.93335342407227
222,30.817249,1787.048997,112.83986067771912
223,36.633596,1787.048997,84.3754940032959
224,44.148608,1787.048997,87.78567886352539
225,30.435556,1787.048997,98.31223797798157
226,33.62069,1787.048997,90.80163407325745
227,35.715124,1787.048997,81.86252975463867
228,35.761534,1787.048997,89.57540607452393
229,37.007891,1787.048997,77.75051236152649
230,29.114179,1787.048997,78.82471752166748
231,38.33714,1787.048997,108.2340157032013
232,26.856143,1787.048997,106.03760004043579
233,6.821653,1787.048997,336.5969808101654
234,4.535897,1787.048997,609.939436674118
235,2.822573,1787.048997,507.79854226112366
236,8.359406,1787.048997,832.185079574585
237,4.59572,1787.048997,508.0439774990082
238,7.797192,1787.048997,772.9934256076813
239,5.834154,1787.048997,744.2533643245697
240,15.715372,1787.048997,579.419885635376
241,6.141152,1787.048997,633.6827321052551
242,9.364008,1787.048997,613.1109762191772
243,4.074973,1787.048997,564.6494429111481
244,77.040889,1787.048997,166.55762553215027
245,52.804146,1787.048997,171.82210755348206
246,253.068745,1787.048997,102.86684370040894
247,240.125949,1787.048997,80.80844068527222
248,275.326399,1787.048997,73.06250500679016
249,274.345733,1787.048997,86.04395151138306
250,247.296008,1787.048997,75.41175937652588
251,213.21317,1787.048997,73.16443872451782
252,260.217331,1787.048997,107.1855399608612
253,205.781673,1787.048997,85.38590502738953
254,259.375939,1787.048997,87.08121156692505
255,301.840427,1787.048997,74.8141233921051
256,271.075722,1787.048997,80.50799608230591
257,217.71701,1787.048997,91.43076157569885
258,245.101976,1787.048997,79.33888673782349
259,306.681508,1787.048997,80.57080745697021
260,252.37442,1787.048997,82.57170224189758
261,293.264093,1787.048997,81.82128548622131
262,270.971574,1787.048997,93.06205582618713
263,208.833556,1787.048997,74.51750421524048
264,272.65058,1787.048997,78.78734135627747
265,347.96542,1787.048997,96.12149500846863
266,295.366717,1787.048997,102.91247892379761
267,286.469625,1787.048997,82.41376447677612
268,242.466801,1787.048997,73.44770836830139
269,207.812342,1787.048997,99.02789878845215
270,237.349224,1787.048997,73.15979146957397
271,242.980828,1787.048997,87.02120447158813
272,250.919063,1787.048997,73.22046065330505
273,258.160004,1787.048997,74.8458104133606
274,299.57554,1787.048997,94.36150121688843
275,218.865431,1787.048997,77.74420690536499
276,249.652642,1787.048997,73.57764720916748
277,174.935565,1787.048997,85.88079905509949
278,251.107289,1787.048997,74.0240216255188
279,243.04866,1787.048997,90.03822159767151
280,205.864163,1787.048997,80.55340552330017
281,254.752055,1787.048997,75.63052773475647
282,286.365978,1787.048997,78.34441804885864
283,290.151181,1787.048997,80.70403981208801
284,284.748314,1787.048997,93.98670244216919
285,286.799786,1787.048997,86.96301579475403
286,254.401185,1787.048997,84.16713738441467
287,122.62142,1787.048997,86.38675236701965
288,199.053683,1787.048997,72.06311821937561
289,224.389122,1787.048997,75.02574586868286
290,261.442584,1787.048997,77.40255904197693
291,345.609345,1787.048997,112.22890758514404
292,260.536309,1787.048997,97.69364905357361
293,260.273326,1787.048997,72.18406867980957
294,221.860368,1787.048997,76.53538346290588
295,324.05183,1787.048997,87.81857085227966
296,282.027545,1787.048997,85.57863521575928
297,184.30794,1787.048997,85.67765402793884
298,299.763836,1787.048997,75.77144241333008
299,1972.90402,1972.90402,79.37063550949097
300,1975.093805,1975.093805,74.86044788360596
301,1975.242578,1975.242578,73.53751730918884
302,1959.283773,1975.242578,84.80753469467163
303,1969.340677,1975.242578,186.8051574230194
304,1958.214089,1975.242578,76.36472296714783
305,1967.020161,1975.242578,296.3008759021759
306,1951.17438,1975.242578,216.40623426437378
307,1945.464335,1975.242578,244.90009450912476
308,1972.818119,1975.242578,121.79782032966614
309,1945.44671,1975.242578,155.86469078063965
310,1953.826986,1975.242578,276.6754286289215
311,1985.748398,1985.748398,272.72278666496277
312,1962.334965,1985.748398,268.5496301651001
313,1977.59762,1985.748398,139.33494901657104
314,1963.76993,1985.748398,137.25818586349487
315,1964.230541,1985.748398,181.52976942062378
316,1963.947261,1985.748398,84.25796389579773
317,1971.924667,1985.748398,170.11374592781067
318,1948.075491,1985.748398,134.21407556533813
319,1983.511402,1985.748398,83.62931513786316
320,1957.99448,1985.748398,76.17790079116821
321,1986.0826,1986.0826,78.67223405838013
322,1930.905193,1986.0826,89.85440039634705
323,1985.499304,1986.0826,73.72660827636719
324,1976.2806,1986.0826,83.09043145179749
325,1974.793897,1986.0826,79.60329580307007
326,1953.138729,1986.0826,82.77406978607178
327,1974.816404,1986.0826,74.13597249984741
328,1964.112336,1986.0826,88.28271484375
329,24.323388,1986.0826,87.41927647590637
330,29.445778,1986.0826,81.2104983329773
331,23.04496,1986.0826,101.40479755401611
332,18.967419,1986.0826,76.1355528831482
333,27.742949,1986.0826,89.35458874702454
334,27.077968,1986.0826,95.87103176116943
335,26.455081,1986.0826,99.65265202522278
336,24.766404,1986.0826,88.98900365829468
337,9.02734,1986.0826,84.9345269203186
338,9.803146,1986.0826,83.6038875579834
339,27.827042,1986.0826,75.04133534431458
340,25.816195,1986.0826,100.79825639724731
341,24.613104,1986.0826,82.32972645759583
342,22.507793,1986.0826,75.51312041282654
343,20.706284,1986.0826,77.89840340614319
344,21.909269,1986.0826,77.98158931732178
345,23.641799,1986.0826,89.47184324264526
346,24.768411,1986.0826,73.60981631278992
347,19.571725,1986.0826,74.87206196784973
348,25.547179,1986.0826,73.25222158432007
349,21.882024,1986.0826,89.5424427986145
350,23.713742,1986.0826,105.31122732162476
351,21.810637,1986.0826,72.9213559627533
352,17.294571,1986.0826,73.66182017326355
353,19.935245,1986.0826,76.66344618797302
354,25.929974,1986.0826,99.71723055839539
355,24.845534,1986.0826,83.93671798706055
356,26.709431,1986.0826,84.82159185409546
357,23.628708,1986.0826,84.18323922157288
358,24.034365,1986.0826,90.86590337753296
359,263.096994,1986.0826,87.05840754508972
360,234.765363,1986.0826,73.75488066673279
361,160.605743,1986.0826,75.12398362159729
362,240.481928,1986.0826,83.15367269515991
363,272.003504,1986.0826,74.15587329864502
364,265.399442,1986.0826,78.18105244636536
365,315.142798,1986.0826,88.04425692558289
366,288.790002,1986.0826,83.15673589706421
367,309.543399,1986.0826,91.98611307144165
368,260.596366,1986.0826,114.20720338821411
369,266.615822,1986.0826,74.51540875434875
370,258.878188,1986.0826,86.80813503265381
371,264.229039,1986.0826,74.8265368938446
372,237.236208,1986.0826,93.4570541381836
373,267.258355,1986.0826,122.43630385398865
374,212.409674,1986.0826,101.46159386634827
375,240.221073,1986.0826,85.90946292877197
376,70.221202,1986.0826,101.05576038360596
377,241.746945,1986.0826,116.70017790794373
378,140.764091,1986.0826,79.95831608772278
379,292.233249,1986.0826,72.89571738243103
380,235.491803,1986.0826,85.49640488624573
381,243.966393,1986.0826,100.01281595230103
382,202.613639,1986.0826,88.72325944900513
383,224.846813,1986.0826,87.42176818847656
384,235.732238,1986.0826,78.67855143547058
385,308.643168,1986.0826,88.32565307617188
386,323.12039,1986.0826,93.0969226360321
387,291.420022,1986.0826,82.27059388160706
388,214.716731,1986.0826,79.30313682556152
389,23.365545,1986.0826,87.69903230667114
390,16.913333,1986.0826,84.62119388580322
391,18.222489,1986.0826,83.11500120162964
392,21.429294,1986.0826,77.71276021003723
393,19.327704,1986.0826,86.52741384506226
394,20.813191,1986.0826,74.25727725028992
395,20.248732,1986.0826,74.16056156158447
396,21.525737,1986.0826,74.8393177986145
397,21.97927,1986.0826,74.18067121505737
398,21.330751,1986.0826,99.44133067131042
399,17.486711,1986.0826,92.21204280853271
400,21.783956,1986.0826,92.84863615036011
401,18.879819,1986.0826,74.61226677894592
402,20.366841,1986.0826,75.86328840255737
403,14.609078,1986.0826,74.41852116584778
404,20.350687,1986.0826,84.2678050994873
405,16.894034,1986.0826,75.09036612510681
406,15.371792,1986.0826,77.4273009300232
407,17.246218,1986.0826,79.02123785018921
408,20.240596,1986.0826,95.75135779380798
409,13.321337,1986.0826,81.27650094032288
410,16.10193,1986.0826,73.4339120388031
411,22.235771,1986.0826,85.84301018714905
412,19.571813,1986.0826,79.06815958023071
413,17.988383,1986.0826,84.56301474571228
414,18.436963,1986.0826,80.58289074897766
415,21.737139,1986.0826,87.15163350105286
416,22.757241,1986.0826,83.91069722175598
417,22.923142,1986.0826,85.86733055114746
418,21.520984,1986.0826,93.31819009780884
419,2187.862887,2187.862887,83.97063827514648
420,2203.231766,2203.231766,73.80416083335876
421,2180.31514,2203.231766,90.77478361129761
422,2161.199845,2203.231766,106.12163400650024
423,2212.175408,2212.175408,73.50399804115295
424,2187.60999,2212.175408,85.92750549316406
425,2205.107697,2212.175408,76.2999382019043
426,2192.657431,2212.175408,75.33631229400635
427,2218.049257,2218.049257,83.06261825561523
428,2197.272827,2218.049257,87.06186509132385
429,2213.70107,2218.049257,114.46141910552979
430,2164.810031,2218.049257,153.35347056388855
431,2195.054549,2218.049257,86.07895255088806
432,2188.153573,2218.049257,74.53332424163818
433,2181.920504,2218.049257,87.60208916664124
434,2175.636126,2218.049257,308.0289132595062
435,2190.270403,2218.049257,207.36132264137268
436,2206.066557,2218.049257,79.18077802658081
437,2209.014868,2218.049257,343.9037022590637
438,2185.375637,2218.049257,180.82455253601074
439,2179.612034,2218.049257,262.6692097187042
440,2194.574951,2218.049257,319.6774501800537
441,2202.941263,2218.049257,233.336341381073
442,2186.898324,2218.049257,306.4936182498932
443,2189.453606,2218.049257,94.16665291786194
444,2186.069409,2218.049257,74.58341979980469
445,2181.789111,2218.049257,187.40975880622864
446,2174.43746,2218.049257,170.95219588279724
447,2217.137417,2218.049257,393.32331442832947
448,2192.60582,2218.049257,109.68774437904358
449,49.991549,2218.049257,133.77744317054749
450,50.419278,2218.049257,356.23282194137573
451,50.443376,2218.049257,93.62392973899841
452,49.803393,2218.049257,357.43304467201233
453,50.415006,2218.049257,87.88606834411621
454,50.388743,2218.049257,276.6486315727234
455,50.584437,2218.049257,183.60383939743042
456,49.867281,2218.049257,129.02235865592957
457,50.25344,2218.049257,73.83426880836487
458,50.277987,2218.049257,88.7995092868805
459,50.619057,2218.049257,81.83148169517517
460,49.948227,2218.049257,74.17766880989075
461,50.731778,2218.049257,74.74328565597534
462,50.087601,2218.049257,80.60742259025574
463,49.987236,2218.049257,77.37222623825073
464,49.659755,2218.049257,235.3470778465271
465,50.116051,2218.049257,116.17690467834473
466,50.543569,2218.049257,107.35894966125488
467,50.435018,2218.049257,73.70306324958801
468,50.037922,2218.049257,92.1790063381195
469,50.490469,2218.049257,85.77809882164001
470,50.325876,2218.049257,83.25711989402771
471,50.167284,2218.049257,83.59513258934021
472,50.106878,2218.049257,77.10797691345215
473,50.694717,2218.049257,74.83984136581421
474,50.357882,2218.049257,304.23395323753357
475,50.467773,2218.049257,91.56209683418274
476,49.750228,2218.049257,218.7153935432434
477,50.685562,2218.049257,371.5303738117218
478,50.523039,2218.049257,95.22437143325806
479,50.389461,2218.049257,130.74497318267822
480,50.221011,2218.049257,374.5399980545044
481,50.123306,2218.049257,72.68997573852539
482,50.622677,2218.049257,121.19955277442932
483,49.785281,2218.049257,392.39411520957947
484,49.774345,2218.049257,135.86535906791687
485,50.407684,2218.049257,101.64029550552368
486,49.529778,2218.049257,325.17406606674194
487,50.730905,2218.049257,121.89116930961609
488,50.185132,2218.049257,311.6245262622833
489,50.311769,2218.049257,158.05057525634766
490,50.46182,2218.049257,371.6171534061432
491,50.355779,2218.049257,194.24675583839417
492,49.681629,2218.049257,271.2183885574341
493,50.16057,2218.049257,295.5108370780945
494,50.908788,2218.049257,302.5245485305786
495,50.017527,2218.049257,73.81385540962219
496,50.430995,2218.049257,75.19756150245667
497,50.517575,2218.049257,235.83042120933533
498,50.757915,2218.049257,83.49670672416687
499,50.68621,2218.049257,322.76231813430786
500,49.896233,2218.049257,250.75783681869507
