Iteration,Throughput,Optimum,Runtime
0,3201.0,3201.0,0
1,5179.0,5179.0,0
2,9117.0,9117.0,0
3,8737.0,9117.0,0
4,4439.0,9117.0,0
5,8993.0,9117.0,0
6,7386.0,9117.0,0
7,1034.0,9117.0,0
8,5363.0,9117.0,0
9,2674.0,9117.0,0
10,1501.0,9117.0,0
