"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, nan, 1, nan, autovacuum=''on'', autovacuum_analyze_scale_factor='1.1235134732046936', autovacuum_analyze_threshold='753', autovacuum_freeze_max_age='982682558', autovacuum_max_workers='9893', autovacuum_multixact_freeze_max_age='1288936901', autovacuum_naptime='1270131', autovacuum_vacuum_cost_delay='68', autovacuum_vacuum_cost_limit='7693', autovacuum_vacuum_scale_factor='95.75451735697034', autovacuum_vacuum_threshold='2001620165', autovacuum_work_mem='994652', backend_flush_after='56', bgwriter_delay='1143', bgwriter_flush_after='201', bgwriter_lru_maxpages='170', bgwriter_lru_multiplier='7.647487280870074', checkpoint_completion_target='0.5957298894369351', checkpoint_flush_after='12', checkpoint_timeout='1567', commit_delay='3950', commit_siblings='8', cpu_index_tuple_cost='0.8696120309818693', cpu_operator_cost='1.4216487616627553', cpu_tuple_cost='2.776495971288617', cursor_tuple_fraction='0.3202010954907756', data_sync_retry=''off'', deadlock_timeout='151', default_statistics_target='1173', default_transaction_deferrable=''off'', effective_cache_size='1854997', effective_io_concurrency='390', enable_bitmapscan=''off'', enable_hashagg=''on'', enable_hashjoin=''on'', enable_indexonlyscan=''off'', enable_indexscan=''off'', enable_material=''on'', enable_mergejoin=''off'', enable_nestloop=''on'', enable_seqscan=''off'', enable_sort=''on'', enable_tidscan=''off'', from_collapse_limit='5', full_page_writes=''off'', geqo=''on'', geqo_effort='1', geqo_generations='566', geqo_pool_size='237', geqo_seed='0.30341892947846116', geqo_selection_bias='1.8899861413462664', geqo_threshold='10', join_collapse_limit='38', maintenance_work_mem='13322', max_connections='9528', max_files_per_process='19642', max_locks_per_transaction='482', max_parallel_workers_per_gather='186', max_pred_locks_per_transaction='857', max_prepared_transactions='209', max_stack_depth='3985', max_wal_size='90', max_worker_processes='136', min_parallel_relation_size='87068', min_wal_size='8', old_snapshot_threshold='41296', parallel_setup_cost='1925.291064902141', parallel_tuple_cost='1.180596011647461', quote_all_identifiers=''on'', random_page_cost='3.2891670717324195', replacement_sort_tuples='346969665', seq_page_cost='0.8611587222957606', shared_buffers='372169', temp_buffers='32509', temp_file_limit='1968371', vacuum_cost_delay='10', vacuum_cost_limit='7848', vacuum_cost_page_dirty='5270', vacuum_cost_page_hit='3762', vacuum_cost_page_miss='2710', vacuum_freeze_min_age='173291020', vacuum_freeze_table_age='177634010', vacuum_multixact_freeze_min_age='404404619', vacuum_multixact_freeze_table_age='1136743608', wal_buffers='4590', wal_compression=''on'', wal_log_hints=''off'', wal_writer_delay='2817', wal_writer_flush_after='29838', work_mem='124118'
