Iteration,Throughput,Optimum,Runtime
0,1926.0,1926.0,0
1,2390.0,2390.0,0
2,3770.0,3770.0,0
3,5121.0,5121.0,0
4,1585.0,5121.0,0
5,8056.0,8056.0,0
6,9340.0,9340.0,0
7,9915.0,9915.0,0
8,9225.0,9915.0,0
9,1588.0,9915.0,0
10,6964.0,9915.0,0
